account_id,customer_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,account_id,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,customer_id,customer_status,churn_label,churn_category,churn_reason,customer_id,gender,age,senior_citizen,married,num_dependents,zip_code,area_id,zip_code,city_name,latitude,longitude,population
WFOA-HCTKE,6379-RXJRQ,10,1,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",WFOA-HCTKE,22.03,220.3,19,No,No,No,70.1,659.65,34.69,6379-RXJRQ,Churned,Yes,Dissatisfaction,"Network reliability",6379-RXJRQ,Male,42,No,Yes,0,95358,1200,95358,Modesto,37.6126,-121.109,30668
WFXD-BJCHM,8756-RDDLT,68,0,Yes,Cable,Yes,No,No,Yes,No,Yes,No,Month-to-Month,No,"Bank Withdrawal",WFXD-BJCHM,0,0,13,No,Yes,Yes,44.95,3085.35,0,8756-RDDLT,Stayed,No,NULL,NULL,8756-RDDLT,Female,53,No,No,0,94577,978,94577,"San Leandro",37.7172,-122.159,41871
WIAJ-OVOFV,8200-KLNYW,21,7,Yes,DSL,No,Yes,No,Yes,Yes,No,Yes,"One Year",No,"Credit Card",WIAJ-OVOFV,11.27,236.67,19,Yes,Yes,Yes,80.9,1714.95,0,8200-KLNYW,Stayed,No,NULL,NULL,8200-KLNYW,Female,55,No,Yes,0,94963,1051,94963,"San Geronimo",38.0047,-122.664,548
WIRI-LTDQJ,5940-AHUHD,1,0,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,Month-to-Month,No,"Credit Card",WIRI-LTDQJ,44.59,44.59,41,No,No,No,70.6,70.6,0,5940-AHUHD,Churned,Yes,Attitude,"Attitude of support person",5940-AHUHD,Male,30,No,No,0,91768,273,91768,Pomona,34.0679,-117.785,36057
WISL-CMOER,5356-KZCKT,58,0,No,None,No,Yes,Yes,No,No,No,No,"Two Year",Yes,"Credit Card",WISL-CMOER,2.38,138.04,0,No,No,No,24.45,1513.6,0,5356-KZCKT,Stayed,No,NULL,NULL,5356-KZCKT,Male,42,No,No,0,90503,109,90503,Torrance,33.8404,-118.354,41979
WITG-BFGFS,5777-ZPQNC,12,0,No,None,No,Yes,No,No,No,No,No,"One Year",No,"Bank Withdrawal",WITG-BFGFS,26.67,320.04,0,No,No,No,20.15,260.7,0,5777-ZPQNC,Stayed,No,NULL,NULL,5777-ZPQNC,Female,35,No,No,0,91724,248,91724,Covina,34.0811,-117.854,25068
WLYD-ICNQL,9644-KVCNC,66,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",WLYD-ICNQL,19.68,1298.88,28,Yes,No,No,92.15,6056.9,0,9644-KVCNC,Stayed,No,NULL,NULL,9644-KVCNC,Female,49,No,No,0,92708,568,92708,"Fountain Valley",33.712,-117.95,54548
WNFN-NLFRD,5313-FPXWG,51,0,No,None,No,Yes,Yes,No,No,No,No,"One Year",Yes,"Bank Withdrawal",WNFN-NLFRD,34.36,1752.36,0,No,No,No,24.6,1266.4,47.91,5313-FPXWG,Stayed,No,NULL,NULL,5313-FPXWG,Male,58,No,No,0,93271,678,93271,"Three Rivers",36.4134,-118.855,2318
WOKL-MDIDS,6217-TOWGS,17,5,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",WOKL-MDIDS,7.6,129.2,52,Yes,Yes,Yes,75.4,1322.55,0,6217-TOWGS,Stayed,No,NULL,NULL,6217-TOWGS,Female,29,No,Yes,0,95113,1096,95113,"San Jose",37.3339,-121.891,561
WQJV-XZHGM,6060-DRTNL,5,0,Yes,"Fiber Optic",No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",WQJV-XZHGM,27.35,136.75,27,Yes,No,No,84.85,415.55,0,6060-DRTNL,Churned,Yes,Competitor,"Competitor had better devices",6060-DRTNL,Female,66,Yes,No,0,92583,514,92583,"San Jacinto",33.7966,-116.925,21349
WQLI-UZVCP,5673-FSSMF,1,0,Yes,Cable,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",WQLI-UZVCP,33.48,33.48,59,No,Yes,Yes,60.15,60.15,0,5673-FSSMF,Churned,Yes,Attitude,"Attitude of support person",5673-FSSMF,Female,19,No,No,0,95315,1169,95315,Delhi,37.423,-120.765,10159
WRJH-EERVY,5685-IIXLY,5,1,Yes,"Fiber Optic",Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",WRJH-EERVY,7,35,23,No,Yes,Yes,83.6,404.2,24.44,5685-IIXLY,Churned,Yes,Competitor,"Competitor offered higher download speeds",5685-IIXLY,Female,54,No,Yes,0,94945,1041,94945,Novato,38.1359,-122.564,16429
WSAH-DRUTU,4911-BANWH,31,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Credit Card",WSAH-DRUTU,33.38,1034.78,27,Yes,No,No,86.55,2697.4,0,4911-BANWH,Churned,Yes,Attitude,"Attitude of support person",4911-BANWH,Female,44,No,No,0,91040,170,91040,Sunland,34.2827,-118.313,18752
WTKJ-AMFOD,9415-DPEWS,18,0,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",WTKJ-AMFOD,12.67,228.06,23,Yes,No,No,88.35,1639.3,0,9415-DPEWS,Churned,Yes,Competitor,"Competitor offered more data",9415-DPEWS,Female,47,No,No,0,95608,1334,95608,Carmichael,38.6261,-121.328,58830
WTNV-VBCZD,6368-NWMCE,38,0,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-Month,No,"Credit Card",WTNV-VBCZD,21.19,805.22,24,No,Yes,Yes,68.15,2656.3,0,6368-NWMCE,Stayed,No,NULL,NULL,6368-NWMCE,Female,61,No,No,0,95340,1190,95340,Merced,37.2556,-120.494,59289
WUPL-JOGGR,9306-CPCBC,3,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",WUPL-JOGGR,35.54,106.62,27,No,No,No,74.25,210.3,0,9306-CPCBC,Churned,Yes,Competitor,"Competitor made better offer",9306-CPCBC,Female,44,No,No,0,92555,505,92555,"Moreno Valley",33.9074,-117.11,12743
WVDR-CUNOG,8750-QWZAJ,70,1,No,None,No,Yes,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",WVDR-CUNOG,48.44,3390.8,0,No,No,No,19.8,1378.75,0,8750-QWZAJ,Stayed,No,NULL,NULL,8750-QWZAJ,Female,38,No,Yes,2,92867,593,92867,Orange,33.8186,-117.821,40915
WVIK-JWJJN,6308-CQRBU,71,7,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,No,Yes,Yes,"Two Year",No,"Bank Withdrawal",WVIK-JWJJN,29.78,2114.38,22,Yes,Yes,Yes,109.25,7707.7,0,6308-CQRBU,Stayed,No,NULL,NULL,6308-CQRBU,Female,32,No,Yes,0,95595,1327,95595,Zenia,40.1704,-123.417,259
WVQV-MJQXP,5318-YKDPV,43,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,"Two Year",Yes,"Credit Card",WVQV-MJQXP,41.08,1766.44,18,Yes,Yes,Yes,79.15,3566.6,0,5318-YKDPV,Stayed,No,NULL,NULL,5318-YKDPV,Male,62,No,Yes,0,93653,807,93653,Raymond,37.2521,-119.958,972
WVWU-QOOZH,9462-MJUAW,4,0,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,"Credit Card",WVWU-QOOZH,30.44,121.76,10,No,No,No,50.4,206.6,0,9462-MJUAW,Churned,Yes,Competitor,"Competitor had better devices",9462-MJUAW,Male,60,No,No,0,94708,1015,94708,Berkeley,37.8977,-122.263,10737
WWFY-HJIRJ,5862-BRIXZ,46,0,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",WWFY-HJIRJ,0,0,13,Yes,Yes,Yes,60.75,2893.4,0,5862-BRIXZ,Stayed,No,NULL,NULL,5862-BRIXZ,Male,33,No,No,0,93458,728,93458,"Santa Maria",34.9593,-120.49,43684
WWGE-GJPEU,6586-MYGKD,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,"Two Year",Yes,"Credit Card",WWGE-GJPEU,18.26,1278.2,18,Yes,Yes,Yes,76.95,5289.8,0,6586-MYGKD,Stayed,No,NULL,NULL,6586-MYGKD,Male,46,No,Yes,0,92662,549,92662,"Newport Beach",33.6063,-117.893,3124
WWOL-QMNQJ,8806-EAGWC,3,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,"Credit Card",WWOL-QMNQJ,22.77,68.31,51,Yes,No,Yes,55.15,159.15,0,8806-EAGWC,Churned,Yes,Dissatisfaction,"Network reliability",8806-EAGWC,Male,25,No,No,0,96071,1571,96071,"Old Station",40.6563,-121.429,182
WXCA-POHRU,6953-PBDIN,70,4,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,"Two Year",No,"Bank Withdrawal",WXCA-POHRU,38.58,2700.6,25,Yes,No,No,72.95,5265.55,0,6953-PBDIN,Stayed,No,NULL,NULL,6953-PBDIN,Male,50,No,Yes,0,96112,1598,96112,"Fort Bidwell",41.9322,-120.136,231
WXJE-SKYWK,5562-BETPV,1,1,No,None,No,Yes,No,No,No,No,No,"One Year",No,"Mailed Check",WXJE-SKYWK,23.41,23.41,0,No,No,No,19.65,19.65,0,5562-BETPV,Joined,No,NULL,NULL,5562-BETPV,Male,21,No,Yes,0,95249,1152,95249,"San Andreas",38.1965,-120.617,3930
WXRW-URJDI,8189-XRIKE,32,0,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",WXRW-URJDI,31.57,1010.24,4,Yes,Yes,No,90.95,2897.95,25.55,8189-XRIKE,Stayed,No,NULL,NULL,8189-XRIKE,Female,80,Yes,No,0,94560,965,94560,Newark,37.5041,-122.032,42491
WYEG-ESJCN,9600-NAXZN,43,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",WYEG-ESJCN,49.64,2134.52,27,Yes,Yes,Yes,101.4,4528,0,9600-NAXZN,Churned,Yes,Competitor,"Competitor made better offer",9600-NAXZN,Male,39,No,No,0,92121,369,92121,"San Diego",32.8986,-117.203,4258
WZGW-SIMTP,7439-DKZTW,1,0,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",WZGW-SIMTP,5.93,5.93,19,Yes,No,No,80.55,80.55,0,7439-DKZTW,Joined,No,NULL,NULL,7439-DKZTW,Male,49,No,No,0,95043,1079,95043,Paicines,36.5257,-120.952,813
WZYZ-XKUWP,9158-VCTQB,41,1,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",WZYZ-XKUWP,5.01,205.41,10,Yes,Yes,Yes,113.6,4594.95,0,9158-VCTQB,Churned,Yes,Price,"Extra data charges",9158-VCTQB,Female,41,No,Yes,0,90023,21,90023,"Los Angeles",34.0177,-118.201,47487
XAAQ-QTZNW,6121-TNHBO,63,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",XAAQ-QTZNW,15.62,984.06,18,Yes,No,No,83,5243.05,0,6121-TNHBO,Stayed,No,NULL,NULL,6121-TNHBO,Female,71,Yes,No,0,95822,1434,95822,Sacramento,38.5126,-121.495,44683
XAPD-ITKPM,9058-HRZSV,65,2,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",XAPD-ITKPM,38.32,2490.8,25,No,Yes,Yes,94.4,6126.15,0,9058-HRZSV,Stayed,No,NULL,NULL,9058-HRZSV,Female,77,Yes,Yes,0,91706,242,91706,"Baldwin Park",34.0983,-117.967,76890
XBMQ-RDGHD,6166-YIPFO,72,8,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",XBMQ-RDGHD,0,0,12,Yes,Yes,Yes,64.7,4746.05,0,6166-YIPFO,Stayed,No,NULL,NULL,6166-YIPFO,Male,33,No,Yes,0,96024,1538,96024,"Douglas City",40.5866,-122.904,960
XDZV-WXEZR,8490-BXHEO,18,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,"Credit Card",XDZV-WXEZR,38.79,698.22,14,No,No,No,80.55,1411.65,0,8490-BXHEO,Stayed,No,NULL,NULL,8490-BXHEO,Male,67,Yes,No,0,92356,458,92356,"Lucerne Valley",34.5084,-116.856,5256
XFAV-XFMKC,8199-ZLLSA,67,0,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",XFAV-XFMKC,22.66,1518.22,27,Yes,Yes,Yes,118.35,7804.15,0,8199-ZLLSA,Churned,Yes,Competitor,"Competitor had better devices",8199-ZLLSA,Male,53,No,No,0,91042,171,91042,Tujunga,34.2966,-118.245,26753
XFMA-JWDPM,5639-NTUPK,13,0,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,"Credit Card",XFMA-JWDPM,19.17,249.21,59,No,No,Yes,52.1,670.65,0,5639-NTUPK,Stayed,No,NULL,NULL,5639-NTUPK,Male,28,No,No,1,94598,993,94598,"Walnut Creek",37.9166,-122.008,26022
XFNW-OGLLY,9412-ARGBX,48,0,Yes,"Fiber Optic",Yes,Yes,No,Yes,No,Yes,Yes,"Two Year",Yes,"Credit Card",XFNW-OGLLY,29.54,1417.92,29,Yes,No,No,95.5,4627.85,0,9412-ARGBX,Churned,Yes,Competitor,"Competitor made better offer",9412-ARGBX,Female,47,No,No,0,90241,72,90241,Downey,33.9409,-118.129,40152
XFXA-MTXQM,7619-PLRLP,53,3,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",XFXA-MTXQM,37.14,1968.42,4,No,Yes,Yes,74.1,3833.95,0,7619-PLRLP,Stayed,No,NULL,NULL,7619-PLRLP,Female,41,No,Yes,0,92007,314,92007,"Cardiff By The Sea",33.0159,-117.272,10375
XHLB-HZDXC,7056-IMHCC,53,1,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",XHLB-HZDXC,7.94,420.82,6,Yes,Yes,No,101.9,5549.4,0,7056-IMHCC,Churned,Yes,Price,"Price too high",7056-IMHCC,Male,69,Yes,Yes,0,90501,107,90501,Torrance,33.8337,-118.314,40705
XHRX-CSGBQ,4967-WPNCF,72,0,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",XHRX-CSGBQ,0,0,14,Yes,Yes,Yes,63.7,4464.8,0,4967-WPNCF,Stayed,No,NULL,NULL,4967-WPNCF,Male,36,No,No,0,93234,652,93234,Huron,36.2179,-120.08,6918
XHYK-IZFBI,5945-AZYHT,71,9,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",XHYK-IZFBI,49.32,3501.72,9,Yes,Yes,Yes,109.6,7854.15,0,5945-AZYHT,Stayed,No,NULL,NULL,5945-AZYHT,Male,53,No,Yes,0,94509,930,94509,Antioch,37.9801,-121.802,90891
XIDH-SCYEG,8465-SBRXP,38,1,Yes,"Fiber Optic",No,Yes,Yes,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",XIDH-SCYEG,25.84,981.92,19,Yes,No,No,94.9,3616.25,0,8465-SBRXP,Stayed,No,NULL,NULL,8465-SBRXP,Male,32,No,Yes,2,91706,242,91706,"Baldwin Park",34.0983,-117.967,76890
XIPC-SVRHG,8178-EYZUO,46,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",XIPC-SVRHG,15.78,725.88,3,No,Yes,Yes,93.7,4154.8,0,8178-EYZUO,Churned,Yes,Price,"Extra data charges",8178-EYZUO,Male,48,No,No,0,94105,893,94105,"San Francisco",37.7892,-122.395,2066
XIRG-OCAUX,9067-SQTNS,44,1,No,None,No,Yes,No,No,No,No,No,"One Year",No,"Bank Withdrawal",XIRG-OCAUX,34.94,1537.36,0,No,No,No,20.6,926,0,9067-SQTNS,Stayed,No,NULL,NULL,9067-SQTNS,Male,37,No,Yes,2,93905,837,93905,Salinas,36.6678,-121.601,58548
XJJN-ZLWTK,8317-BVKSO,14,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",XJJN-ZLWTK,9.19,128.66,0,No,No,No,20.05,299.3,0,8317-BVKSO,Stayed,No,NULL,NULL,8317-BVKSO,Male,27,No,No,0,96132,1614,96132,Termo,41.0273,-120.669,72
XJNE-QSZAC,7094-MSZAO,10,7,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",XJNE-QSZAC,13.83,138.3,0,No,No,No,20.05,218.5,0,7094-MSZAO,Stayed,No,NULL,NULL,7094-MSZAO,Male,55,No,Yes,3,94610,1003,94610,Oakland,37.8087,-122.239,29964
XJPA-XHFAF,9470-YFUYI,71,10,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",XJPA-XHFAF,11.35,805.85,24,Yes,No,No,71,5012.1,0,9470-YFUYI,Stayed,No,NULL,NULL,9470-YFUYI,Male,69,Yes,Yes,0,95560,1314,95560,Redway,40.1423,-123.853,1851
XKRN-DNJLR,7746-AWNQW,28,0,Yes,DSL,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Mailed Check",XKRN-DNJLR,0,0,2,No,No,No,35.75,961.4,0,7746-AWNQW,Stayed,No,NULL,NULL,7746-AWNQW,Female,62,No,No,0,92037,328,92037,"La Jolla",32.8537,-117.25,42617
XLJZ-ZVUNO,7036-TYDEC,69,0,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,No,No,Yes,"Two Year",No,"Bank Withdrawal",XLJZ-ZVUNO,1.85,127.65,13,Yes,Yes,Yes,104,7028.5,0,7036-TYDEC,Stayed,No,NULL,NULL,7036-TYDEC,Female,44,No,No,0,92673,552,92673,"San Clemente",33.4725,-117.584,15297
XMJU-JTIFU,9750-BOOHV,32,0,Yes,DSL,Yes,No,No,No,Yes,No,No,"One Year",No,"Credit Card",XMJU-JTIFU,0,0,18,No,No,No,30.15,927.65,0,9750-BOOHV,Stayed,No,NULL,NULL,9750-BOOHV,Female,60,No,No,0,90501,107,90501,Torrance,33.8337,-118.314,40705
XMTT-YHITX,4884-TVUQF,57,0,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",No,"Credit Card",XMTT-YHITX,36.89,2102.73,17,No,Yes,Yes,101.3,5779.6,0,4884-TVUQF,Stayed,No,NULL,NULL,4884-TVUQF,Female,80,Yes,No,0,95465,1268,95465,Occidental,38.415,-122.999,1880
XNOG-PYKID,7328-ZJAJO,59,1,No,None,No,Yes,No,No,No,No,No,"Two Year",No,"Credit Card",XNOG-PYKID,9.51,561.09,0,No,No,No,19.5,1222.65,0,7328-ZJAJO,Stayed,No,NULL,NULL,7328-ZJAJO,Female,19,No,Yes,2,95409,1226,95409,"Santa Rosa",38.4689,-122.581,25718
XNTW-AOJPQ,4986-MXSFP,2,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Mailed Check",XNTW-AOJPQ,43.27,86.54,0,No,No,No,20,40.9,0,4986-MXSFP,Joined,No,NULL,NULL,4986-MXSFP,Female,40,No,No,0,94579,980,94579,"San Leandro",37.6873,-122.157,19815
XNXX-FABOU,5829-NVSQN,23,3,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",XNXX-FABOU,31.39,721.97,29,No,Yes,Yes,68.75,1689.45,0,5829-NVSQN,Stayed,No,NULL,NULL,5829-NVSQN,Female,38,No,Yes,0,93926,845,93926,Gonzales,36.5259,-121.397,9023
XPHO-VVNHY,9514-JDSKI,1,1,Yes,DSL,Yes,No,No,No,No,Yes,No,Month-to-Month,No,"Bank Withdrawal",XPHO-VVNHY,0,0,12,Yes,No,No,40.2,40.2,0,9514-JDSKI,Churned,Yes,Dissatisfaction,"Limited range of services",9514-JDSKI,Male,77,Yes,Yes,0,91732,251,91732,"El Monte",34.0745,-118.015,62660
XPRP-TUFKD,6358-LYNGM,1,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",XPRP-TUFKD,1.84,1.84,76,No,No,Yes,74.9,74.9,0,6358-LYNGM,Churned,NULL,Other,Moved,6358-LYNGM,Male,26,No,No,0,95338,1189,95338,Mariposa,37.5268,-119.994,10226
XQCU-IYHZQ,8096-LOIST,19,0,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",XQCU-IYHZQ,40.22,764.18,22,No,Yes,Yes,56.2,1093.4,0,8096-LOIST,Stayed,No,NULL,NULL,8096-LOIST,Female,57,No,No,0,95978,1508,95978,"Stirling City",39.904,-121.528,28
XQSM-JZASL,6663-JOCQO,31,7,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",XQSM-JZASL,29.06,900.86,22,No,Yes,Yes,75.25,2344.5,1.99,6663-JOCQO,Stayed,No,NULL,NULL,6663-JOCQO,Male,55,No,Yes,0,93280,682,93280,Wasco,35.6522,-119.446,22760
XSAB-VYRGM,9919-YLNNG,42,0,Yes,"Fiber Optic",No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",XSAB-VYRGM,40.15,1686.3,28,Yes,Yes,Yes,103.8,4327.5,0,9919-YLNNG,Stayed,No,NULL,NULL,9919-YLNNG,Female,38,No,No,0,90263,83,90263,Malibu,34.037,-118.706,11
XSOY-EUEDG,6522-YRBXD,35,3,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",XSOY-EUEDG,20.44,715.4,18,No,Yes,No,94.55,3365.4,0,6522-YRBXD,Stayed,No,NULL,NULL,6522-YRBXD,Male,68,Yes,Yes,0,92802,572,92802,Anaheim,33.8079,-117.924,45086
XSZJ-URGPR,8402-EIVQS,67,8,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,Yes,No,"One Year",Yes,"Credit Card",XSZJ-URGPR,31.41,2104.47,23,Yes,Yes,Yes,100.9,6733.15,0,8402-EIVQS,Stayed,No,NULL,NULL,8402-EIVQS,Male,40,No,Yes,0,93222,646,93222,"Frazier Park",34.9079,-119.234,1526
XTJW-KQNAT,6814-ZPWFQ,51,0,No,None,No,Yes,Yes,No,No,No,No,"One Year",No,"Bank Withdrawal",XTJW-KQNAT,3.11,158.61,0,No,No,No,25,1260.7,0,6814-ZPWFQ,Stayed,No,NULL,NULL,6814-ZPWFQ,Male,67,Yes,No,0,91350,208,91350,"Santa Clarita",34.5024,-118.415,40077
XTNZ-FWWDN,7037-MTYVW,38,6,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",XTNZ-FWWDN,17.52,665.76,59,Yes,Yes,Yes,85.4,3297,0,7037-MTYVW,Stayed,No,NULL,NULL,7037-MTYVW,Male,26,No,Yes,2,95133,1114,95133,"San Jose",37.3719,-121.86,26032
XULF-CPGWO,6729-FZWSY,67,0,No,None,No,Yes,No,No,No,No,No,"One Year",Yes,"Credit Card",XULF-CPGWO,9.05,606.35,0,No,No,No,19.45,1195.95,0,6729-FZWSY,Stayed,No,NULL,NULL,6729-FZWSY,Male,45,No,No,0,95946,1482,95946,"Penn Valley",39.2038,-121.196,9752
XVLM-LQPOW,9508-ILZDG,34,0,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,No,Yes,No,"Two Year",Yes,"Bank Withdrawal",XVLM-LQPOW,14.23,483.82,13,Yes,No,No,96.35,3190.25,0,9508-ILZDG,Stayed,No,NULL,NULL,9508-ILZDG,Female,79,Yes,No,0,94929,1032,94929,"Dillon Beach",38.2446,-122.956,330
XWOF-FJTUB,9975-GPKZU,46,0,No,None,No,Yes,No,No,No,No,No,"Two Year",No,"Credit Card",XWOF-FJTUB,7.67,352.82,0,No,No,No,19.75,856.5,0,9975-GPKZU,Stayed,No,NULL,NULL,9975-GPKZU,Male,62,No,Yes,3,94501,925,94501,Alameda,37.7746,-122.274,58555
XWQI-XQVBR,9392-XBGTD,27,0,No,None,No,Yes,No,No,No,No,No,"Two Year",No,"Credit Card",XWQI-XQVBR,8.55,230.85,0,No,No,No,20.6,581.85,0,9392-XBGTD,Stayed,No,NULL,NULL,9392-XBGTD,Male,42,No,No,2,95003,1059,95003,Aptos,37.0135,-121.878,24227
XXLQ-EAADC,8873-GLDMH,6,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Credit Card",XXLQ-EAADC,27.69,166.14,9,No,No,No,73.85,401.3,0,8873-GLDMH,Stayed,No,NULL,NULL,8873-GLDMH,Female,45,No,No,0,95615,1338,95615,Courtland,38.3116,-121.554,699
XXPJ-WXNLT,5299-RULOA,10,1,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",XXPJ-WXNLT,24.48,244.8,30,Yes,Yes,Yes,100.25,1064.65,0,5299-RULOA,Churned,Yes,Price,"Price too high",5299-RULOA,Female,62,No,Yes,2,90606,117,90606,Whittier,33.9767,-118.066,32148
XYSW-ATOLT,5301-GAUUY,32,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",XYSW-ATOLT,1.49,47.68,21,No,No,No,80.35,2596.15,0,5301-GAUUY,Churned,Yes,Competitor,"Competitor had better devices",5301-GAUUY,Male,31,No,No,0,92661,548,92661,"Newport Beach",33.6013,-117.902,4242
YASH-CCDEO,9121-PHQSR,16,6,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,"Two Year",Yes,"Credit Card",YASH-CCDEO,48.41,774.56,6,Yes,No,No,85.05,1391.15,0,9121-PHQSR,Stayed,No,NULL,NULL,9121-PHQSR,Male,69,Yes,Yes,0,93266,674,93266,Stratford,36.1753,-119.814,1729
YBKH-BAKMC,6427-FEFIG,24,8,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Yes,"Two Year",No,"Credit Card",YBKH-BAKMC,21.43,514.32,56,Yes,Yes,Yes,78.6,1846.65,0,6427-FEFIG,Stayed,No,NULL,NULL,6427-FEFIG,Female,63,No,Yes,3,94080,886,94080,"South San Francisco",37.6544,-122.426,60599
YBZX-QLTVI,8017-UVSZU,40,5,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,No,"Credit Card",YBZX-QLTVI,48.29,1931.6,23,No,No,No,56.6,2379.1,0,8017-UVSZU,Stayed,No,NULL,NULL,8017-UVSZU,Female,62,No,Yes,0,91302,189,91302,Calabasas,34.1309,-118.683,23661
